strain	virus	date	country	continent	division	location	host_type	length	authors	source	lineage	lineage_truncated
OP861877.1	Influenza B virus	2010-09-26	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
CY055180.1	Influenza B virus	2010-01-19	Mongolia	Asia			Homo sapiens	1758	Enkhsaikhan,D., Nymadawa,P., Tsatsral,S., Naranzul,T., Maitsetseg,C., Naranbaatar,N., Darmaa,B., Nyamkhuu,D.	ncbi	B	B
KP459836.1	Influenza B virus	2010-12-13	Hong Kong	Asia			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	A	A
KP460363.1	Influenza B virus	2010-12-09	Belgium	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460009.1	Influenza B virus	2010-12-09	Ukraine	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461511.1	Influenza B virus	2010-12-08	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459588.1	Influenza B virus	2010-12-07	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460394.1	Influenza B virus	2010-12-07	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461019.1	Influenza B virus	2010-12-07	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459553.1	Influenza B virus	2010-12-07	Ukraine	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461295.1	Influenza B virus	2010-12-06	Slovenia	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460605.1	Influenza B virus	2010-12-03	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460076.1	Influenza B virus	2010-12-02	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460239.1	Influenza B virus	2010-12-02	Portugal	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459513.1	Influenza B virus	2010-12-01	Italy	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460673.1	Influenza B virus	2010-12-01	Spain	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461044.1	Influenza B virus	2010-11-27	Italy	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	A	A
KP460621.1	Influenza B virus	2010-11-15	United Kingdom	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461561.1	Influenza B virus	2010-11-02	United Kingdom	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459531.1	Influenza B virus	2010-10-22	France	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP461045.1	Influenza B virus	2010-10-12	United Kingdom	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459626.1	Influenza B virus	2010-10-06	Switzerland	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459717.1	Influenza B virus	2010-09-07	Papua New Guinea	Oceania			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460471.1	Influenza B virus	2010-08-27	New Caledonia	Oceania			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459495.1	Influenza B virus	2010-08-25	New Caledonia	Oceania			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460492.1	Influenza B virus	2010-07-28	New Caledonia	Oceania			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459406.1	Influenza B virus	2010-07-27	Slovakia	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP459806.1	Influenza B virus	2010-04-30	Ukraine	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460311.1	Influenza B virus	2010-04-30	Ukraine	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
KP460098.1	Influenza B virus	2010-02-08	Switzerland	Europe			Homo sapiens	1755	Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.	ncbi	B	B
OR240981.1	Influenza B virus	2010-11-30	Kenya	Africa			Homo sapiens	1749	Nyarango,B.K., Makori,T.O., Lambisia,A.W., Mwita,J.M., Murunga,N., Mutunga,M., Githinji,G.L., Nokes,J., Agoti,C.N.	ncbi	C.5	C.5
CY109183.1	Influenza B virus	2010-12-16	Russia	Europe/Asia			Homo sapiens	1733	Prokopetz,A.V., Danilenko,D.M., Komissarov,A.B., Payankova,A.A., Pisareva,M.M., Eropkin,M.Yu., Grudinin,M.P., Kiselev,O.I., Ivanov,I.V., Luong,T.Mo.	ncbi	B	B
JQ396208.1	Influenza B virus	2011-02-04	Kenya	Africa			Homo sapiens	1901	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396206.1	Influenza B virus	2011-02-02	Kenya	Africa			Homo sapiens	1900	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396202.1	Influenza B virus	2011-02-08	Kenya	Africa			Homo sapiens	1899	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396207.1	Influenza B virus	2011-02-03	Kenya	Africa			Homo sapiens	1899	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396204.1	Influenza B virus	2011-02-02	Kenya	Africa			Homo sapiens	1899	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396212.1	Influenza B virus	2011-02-18	Kenya	Africa			Homo sapiens	1898	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396211.1	Influenza B virus	2011-02-17	Kenya	Africa			Homo sapiens	1898	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396205.1	Influenza B virus	2011-02-08	Kenya	Africa			Homo sapiens	1898	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396200.1	Influenza B virus	2011-04-13	Kenya	Africa			Homo sapiens	1897	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396201.1	Influenza B virus	2011-04-12	Kenya	Africa			Homo sapiens	1897	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396198.1	Influenza B virus	2011-04-07	Kenya	Africa			Homo sapiens	1897	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396209.1	Influenza B virus	2011-02-07	Kenya	Africa			Homo sapiens	1897	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396199.1	Influenza B virus	2011-04-08	Kenya	Africa			Homo sapiens	1896	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396210.1	Influenza B virus	2011-02-15	Kenya	Africa			Homo sapiens	1896	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
JQ396203.1	Influenza B virus	2011-01-20	Kenya	Africa			Homo sapiens	1883	Bulimo,W.D., Achilla,R.A., Majanja,J.M., Wadegu,M.O., Osuna,F.A., Mukunzi,S.O., Opot,B.H., Mwangi,J.K., Wangui,J.M., Muthoni,J.N., Kibet,K.M., Njiri,J.O., Obura,B.D., Wurapa,E.K.	ncbi	A	A
CY154626.1	Influenza B virus	2011-11-29	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154618.1	Influenza B virus	2011-11-09	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154610.1	Influenza B virus	2011-10-19	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154602.1	Influenza B virus	2011-10-19	New Zealand	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	B	B
CY154586.1	Influenza B virus	2011-10-13	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	B	B
CY154594.1	Influenza B virus	2011-10-13	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154578.1	Influenza B virus	2011-10-10	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	B	B
CY154570.1	Influenza B virus	2011-10-04	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY150347.1	Influenza B virus	2011-10-02	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154562.1	Influenza B virus	2011-09-24	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
CY154554.1	Influenza B virus	2011-09-23	Australia	Oceania			Homo sapiens	1850	Wentworth,D.E., Halpin,R.A., Lin,X., Zhou,B., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Barr,I., Dhanasekaran,V., Deng,Y.M., Hurt,A., Komadina,N., Smith,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.	ncbi	A	A
